,,,,,,,,,,,,,,,,
International travel estimates by main reason for travel(a)(b),,,,,,,,,,,,,,,,
Year ending December,,,,,,,,,,,,,,,,
,Trips ('000),,Change,,Nights ('000),,Change,,Spend in Australia ($M),,Change,,Total trip spend ($M),,Change,
,Year ending December 2024,Year ending December 2025,'000,%,Year ending December 2024,Year ending December 2025,'000,%,Year ending December 2024,Year ending December 2025,$M,%,Year ending December 2024,Year ending December 2025,$M,%
Holiday,3239.4838760537054,3582.8993688550468,343.4154928013413,10.600932307145339,83391.36927868357,87275.1748969448,3883.80561826122,4.657323236031807,10957.083474147623,12922.087164776003,1965.0036906283804,17.933638045787028,17898.51491432338,20139.531560280877,2241.0166459574975,12.520684853937869
Visiting friends and relatives,2599.9573960074777,2780.0005904466266,180.04319443914892,6.924851719325287,82083.92054846225,87612.11833557549,5528.19778711324,6.734812068155782,5006.278673075708,5444.706494705599,438.4278216298908,8.757559262288005,9659.450911582564,10315.86916157649,656.4182499939252,6.79560625135347
Business,778.8540383610326,758.3150350390559,-20.53900332197668,-2.6370799033407555,10371.674412144877,9008.92570116365,-1362.7487109812282,-13.139138935806704,2047.0982036982318,1935.9314157500655,-111.1667879481663,-5.430457012142131,3815.609687712422,3577.1178365879987,-238.4918511244232,-6.250425767930334
Employment,308.5318305290642,349.18149461410314,40.64966408503892,13.17519298262797,46934.07184815717,49545.46863958098,2611.396791423809,5.563968112275219,3008.502701132499,3681.462219017612,672.9595178851127,22.368586128634306,4013.947812771638,4701.870573853459,687.9227610818211,17.138308547335335
Education,486.2052126453205,539.6800315177005,53.47481887238001,10.998405093486552,68417.78549771073,71220.59156771415,2802.806070003411,4.096604486120348,11556.719322143472,14483.786225528425,2927.0669033849535,25.32783588311687,12750.580956302765,15715.906002430082,2965.3250461273165,23.256391660032726
Other Reason,220.9235012539551,262.25406451547485,41.33056326151976,18.708088106031596,3796.350860053606,8014.307221573378,4217.956361519772,111.10554627346043,334.8289246093151,723.3724628272836,388.5435382179685,116.0424054377407,734.4526463803616,1222.9808133206027,488.52816694024114,66.51595162028185
Total,7633.955854850555,8272.330584988009,638.3747301374542,8.362305759625732,294995.1724452122,312676.5863625524,17681.41391734022,5.993797719053884,32910.51129880684,39191.34598260499,6280.834683798144,19.084585550106148,48872.55692907313,55673.275948049515,6800.719018976386,13.915210184001637
,,,,,,,,,,,,,,,,
(a) Estimates are for international visitors aged 15 years and over,,,,,,,,,,,,,,,,
"(b)For a list of reasons included in each group, refer to Section 2 of the Reference tab",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Source: Tourism Research Australia: International Visitors Survey,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Back to content page,,,,,,,,,,,,,,,,
